event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_rounding_issue,code_issue_dot,code
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of upper respiratory tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94118008,94118008,94118008
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of upper third of esophagus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372023003,372023003,372023003
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of urachus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94120006,94120006,94120006
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of ureter (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94121005,94121005,94121005
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of ureteric orifice of urinary bladder (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94122003,94122003,94122003
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of urethra (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94123008,94123008,94123008
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of urinary bladder neck (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94124002,94124002,94124002
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of urinary system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94125001,94125001,94125001
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of uterine adnexa (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94126000,94126000,94126000
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of uterine cervix (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372024009,372024009,372024009
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of uterus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,10708511000119108,10708511000119108,10708511000119108
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of uveal tract- primary (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94128004,94128004,94128004
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of uvula (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94129007,94129007,94129007
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vagina (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372025005,372025005,372025005
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vagus nerve (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94131003,94131003,94131003
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vallecula (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94132005,94132005,94132005
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vas deferens (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94133000,94133000,94133000
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of ventral surface of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94134006,94134006,94134006
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vermilion border of lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94135007,94135007,94135007
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vermilion border of lower lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372026006,372026006,372026006
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vermilion border of upper lip (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372027002,372027002,372027002
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vertebral column (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372028007,372028007,372028007
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vestibule of mouth (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94138009,94138009,94138009
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vestibule of nose (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94139001,94139001,94139001
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of visceral pleura (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94140004,94140004,94140004
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vocal cord (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,372030009,372030009,372030009
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vomer (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94142007,94142007,94142007
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vulva (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94143002,94143002,94143002
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of vulva- with widespread metastatic disease (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,423987006,423987006,423987006
Malignancies,SNOMEDCT_US,Primary malignant neoplasm of zygomatic bone (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,94145009,94145009,94145009
Malignancies,SNOMEDCT_US,Primary malignant nerve sheath neoplasm of autonomic nerve (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722518004,722518004,722518004
Malignancies,SNOMEDCT_US,Primary malignant nerve sheath neoplasm of peripheral nervous system structure (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722517009,722517009,722517009
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of ampulla of Vater (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733351008,733351008,733351008
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of anal canal (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733163007,733163007,733163007
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of anus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733162002,733162002,733162002
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of appendix (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721673009,721673009,721673009
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of biliary tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733353006,733353006,733353006
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of body of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721636006,721636006,721636006
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of bronchus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722527003,722527003,722527003
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of cardia of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721635005,721635005,721635005
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of colon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721698005,721698005,721698005
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of cystic duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733348001,733348001,733348001
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of duodenum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721644006,721644006,721644006
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of esophagus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721626003,721626003,721626003
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of ileum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,737313007,737313007,737313007
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of jejunum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,737312002,737312002,737312002
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722528008,722528008,722528008
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of pancreas (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735735001,735735001,735735001
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of perihilar bile duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,762665002,762665002,762665002
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of pyloric antrum of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721637002,721637002,721637002
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of rectum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721700001,721700001,721700001
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of small intestine (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721670007,721670007,721670007
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine neoplasm of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721634009,721634009,721634009
Malignancies,SNOMEDCT_US,Primary malignant neuroendocrine of distal bile duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733350009,733350009,733350009
Malignancies,SNOMEDCT_US,Primary malignant neuroepithelial neoplasm of ciliary body (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735920008,735920008,735920008
Malignancies,SNOMEDCT_US,Primary malignant neuroepithelial neoplasm of iris (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735919002,735919002,735919002
Malignancies,SNOMEDCT_US,Primary malignant neuroepithelial neoplasm of orbit (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735921007,735921007,735921007
Malignancies,SNOMEDCT_US,Primary malignant neuroepithelial neoplasm of retina (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735916009,735916009,735916009
Malignancies,SNOMEDCT_US,Primary malignant neuroepitheliomatous neoplasm of autonomic nervous system (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,724806004,724806004,724806004
Malignancies,SNOMEDCT_US,Primary malignant neuroepitheliomatous neoplasm of nasal cavity (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735450006,735450006,735450006
Malignancies,SNOMEDCT_US,Primary malignant neuroepitheliomatous neoplasm of peripheral nerve (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,724805000,724805000,724805000
Malignancies,SNOMEDCT_US,Primary malignant sarcoma of skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721541009,721541009,721541009
Malignancies,SNOMEDCT_US,Primary mediastinal (thymic) large B-cell lymphoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,444910004,444910004,444910004
Malignancies,SNOMEDCT_US,Primary mesothelioma overlapping lesion of retroperitoneum peritoneum and omentum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722677008,722677008,722677008
Malignancies,SNOMEDCT_US,Primary mixed adenocarcinoma of endometrium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722681008,722681008,722681008
Malignancies,SNOMEDCT_US,Primary mixed mucinous and non-mucinous bronchiolo-alveolar carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707468009,707468009,707468009
Malignancies,SNOMEDCT_US,Primary mixed subtype adenocarcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707404008,707404008,707404008
Malignancies,SNOMEDCT_US,Primary mucinous adenocarcinoma of appendix (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721672004,721672004,721672004
Malignancies,SNOMEDCT_US,Primary mucinous adenocarcinoma of endometrium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722679006,722679006,722679006
Malignancies,SNOMEDCT_US,Primary mucinous adenocarcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707452003,707452003,707452003
Malignancies,SNOMEDCT_US,Primary mucinous adenocarcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707400004,707400004,707400004
Malignancies,SNOMEDCT_US,Primary mucinous adenocarcinoma of ovary (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733361001,733361001,733361001
Malignancies,SNOMEDCT_US,Primary mucinous adenocarcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707473003,707473003,707473003
Malignancies,SNOMEDCT_US,Primary mucinous bronchiolo-alveolar carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707470000,707470000,707470000
Malignancies,SNOMEDCT_US,Primary mucinous carcinoma of digestive organ (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733356003,733356003,733356003
Malignancies,SNOMEDCT_US,Primary mucinous carcinoma of uterine adnexa (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722687007,722687007,722687007
Malignancies,SNOMEDCT_US,Primary mucinous cystadenocarcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707595001,707595001,707595001
Malignancies,SNOMEDCT_US,Primary mucinous cystadenocarcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707383000,707383000,707383000
Malignancies,SNOMEDCT_US,Primary mucinous cystic neoplasm with associated invasive carcinoma of biliary tract (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733352001,733352001,733352001
Malignancies,SNOMEDCT_US,Primary mucinous cystic neoplasm with associated invasive carcinoma of cystic duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733347006,733347006,733347006
Malignancies,SNOMEDCT_US,Primary mucinous cystic neoplasm with associated invasive carcinoma of distal bile duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733349009,733349009,733349009
Malignancies,SNOMEDCT_US,Primary mucinous cystic neoplasm with associated invasive carcinoma of perihilar bile duct (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733346002,733346002,733346002
Malignancies,SNOMEDCT_US,Primary mucoepidermoid carcinoma of hypopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707406005,707406005,707406005
Malignancies,SNOMEDCT_US,Primary mucoepidermoid carcinoma of lacrimal apparatus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722714004,722714004,722714004
Malignancies,SNOMEDCT_US,Primary mucoepidermoid carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707465007,707465007,707465007
Malignancies,SNOMEDCT_US,Primary mucoepidermoid carcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707591005,707591005,707591005
Malignancies,SNOMEDCT_US,Primary mucoepidermoid carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707379000,707379000,707379000
Malignancies,SNOMEDCT_US,Primary myoepithelial carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707464006,707464006,707464006
Malignancies,SNOMEDCT_US,Primary myoepithelial carcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707586009,707586009,707586009
Malignancies,SNOMEDCT_US,Primary myoepithelial carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707378008,707378008,707378008
Malignancies,SNOMEDCT_US,Primary myosarcoma of omentum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721580001,721580001,721580001
Malignancies,SNOMEDCT_US,Primary myosarcoma of uterus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723077004,723077004,723077004
Malignancies,SNOMEDCT_US,Primary myxofibrosarcoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723076008,723076008,723076008
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of body of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721640002,721640002,721640002
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of cardia of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721639004,721639004,721639004
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of cervix uteri (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722683006,722683006,722683006
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of colon (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721697000,721697000,721697000
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of duodenum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721645007,721645007,721645007
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of esophagus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721625004,721625004,721625004
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of overlapping lesion of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721642005,721642005,721642005
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of pyloric antrum of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721641003,721641003,721641003
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of rectum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721701002,721701002,721701002
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of small intestine (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721671006,721671006,721671006
Malignancies,SNOMEDCT_US,Primary neuroendocrine carcinoma of stomach (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721638007,721638007,721638007
Malignancies,SNOMEDCT_US,Primary non-gestational choriocarcinoma of ovary (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,716588005,716588005,716588005
Malignancies,SNOMEDCT_US,Primary non-mucinous bronchiolo-alveolar carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707469001,707469001,707469001
Malignancies,SNOMEDCT_US,Primary osteosarcoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,735680008,735680008,735680008
Malignancies,SNOMEDCT_US,Primary osteosarcoma of articular cartilage of jaw (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723849009,723849009,723849009
Malignancies,SNOMEDCT_US,Primary osteosarcoma of articular cartilage of limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723851008,723851008,723851008
Malignancies,SNOMEDCT_US,Primary osteosarcoma of articular cartilage of lower limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,860923004,860923004,860923004
Malignancies,SNOMEDCT_US,Primary osteosarcoma of articular cartilage of pelvis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723852001,723852001,723852001
Malignancies,SNOMEDCT_US,Primary osteosarcoma of bone of jaw (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723848001,723848001,723848001
Malignancies,SNOMEDCT_US,Primary osteosarcoma of bone of limb (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,723850009,723850009,723850009
Malignancies,SNOMEDCT_US,Primary osteosarcoma of pelvis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,440397000,440397000,440397000
Malignancies,SNOMEDCT_US,Primary oxyphilic adenocarcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707396004,707396004,707396004
Malignancies,SNOMEDCT_US,Primary papillary adenocarcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707411007,707411007,707411007
Malignancies,SNOMEDCT_US,Primary papillary adenocarcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707399006,707399006,707399006
Malignancies,SNOMEDCT_US,Primary papillary adenocarcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707472008,707472008,707472008
Malignancies,SNOMEDCT_US,Primary papillary squamous cell carcinoma of hypopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707482009,707482009,707482009
Malignancies,SNOMEDCT_US,Primary papillary squamous cell carcinoma of larynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707426009,707426009,707426009
Malignancies,SNOMEDCT_US,Primary papillary squamous cell carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707455001,707455001,707455001
Malignancies,SNOMEDCT_US,Primary papillary squamous cell carcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707581004,707581004,707581004
Malignancies,SNOMEDCT_US,Primary papillary squamous cell carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707391009,707391009,707391009
Malignancies,SNOMEDCT_US,Primary pleomorphic carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707458004,707458004,707458004
Malignancies,SNOMEDCT_US,Primary polymorphous low grade adenocarcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707398003,707398003,707398003
Malignancies,SNOMEDCT_US,Primary poorly differentiated carcinoma of thyroid gland (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,724552002,724552002,724552002
Malignancies,SNOMEDCT_US,Primary pseudosarcomatous carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707460002,707460002,707460002
Malignancies,SNOMEDCT_US,Primary pulmonary lymphoma (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,718200007,718200007,718200007
Malignancies,SNOMEDCT_US,Primary rhabdomyosarcoma of intrathoracic organ (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722512003,722512003,722512003
Malignancies,SNOMEDCT_US,Primary rhabdomyosarcoma of male genital organ (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,721574009,721574009,721574009
Malignancies,SNOMEDCT_US,Primary rhabdomyosarcoma of oral cavity (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722509001,722509001,722509001
Malignancies,SNOMEDCT_US,Primary rhabdomyosarcoma of pharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722510006,722510006,722510006
Malignancies,SNOMEDCT_US,Primary rhabdomyosarcoma of respiratory organ (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722511005,722511005,722511005
Malignancies,SNOMEDCT_US,Primary salivary gland type carcinoma of hypopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707627009,707627009,707627009
Malignancies,SNOMEDCT_US,Primary salivary gland type carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707467004,707467004,707467004
Malignancies,SNOMEDCT_US,Primary salivary gland type carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707380002,707380002,707380002
Malignancies,SNOMEDCT_US,Primary salivary gland-type tumour of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707593008,707593008,707593008
Malignancies,SNOMEDCT_US,Primary sarcoma of peritoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722519007,722519007,722519007
Malignancies,SNOMEDCT_US,Primary sarcoma of retroperitoneum (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722229001,722229001,722229001
Malignancies,SNOMEDCT_US,Primary sarcoma of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,424849005,424849005,424849005
Malignancies,SNOMEDCT_US,Primary serous adenocarcinoma of endometrium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722680009,722680009,722680009
Malignancies,SNOMEDCT_US,Primary serous carcinoma of uterine adnexa (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722686003,722686003,722686003
Malignancies,SNOMEDCT_US,Primary signet ring cell carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707407001,707407001,707407001
Malignancies,SNOMEDCT_US,Primary signet ring cell carcinoma of skin (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,276738009,276738009,276738009
Malignancies,SNOMEDCT_US,Primary signet ring cell carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707377003,707377003,707377003
Malignancies,SNOMEDCT_US,Primary small cell carcinoma of endometrium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722682001,722682001,722682001
Malignancies,SNOMEDCT_US,Primary small cell malignant neoplasm of lung- TNM stage 1 (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,67811000119102,67811000119102,67811000119102
Malignancies,SNOMEDCT_US,Primary small cell malignant neoplasm of lung- TNM stage 2 (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,67821000119109,67821000119109,67821000119109
Malignancies,SNOMEDCT_US,Primary small cell malignant neoplasm of lung- TNM stage 3 (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,67831000119107,67831000119107,67831000119107
Malignancies,SNOMEDCT_US,Primary small cell malignant neoplasm of lung- TNM stage 4 (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,67841000119103,67841000119103,67841000119103
Malignancies,SNOMEDCT_US,Primary small cell neoplasm of thymus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,440525003,440525003,440525003
Malignancies,SNOMEDCT_US,Primary small cell non-keratinizing squamous cell carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707408006,707408006,707408006
Malignancies,SNOMEDCT_US,Primary solid carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707410008,707410008,707410008
Malignancies,SNOMEDCT_US,Primary solid carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707384006,707384006,707384006
Malignancies,SNOMEDCT_US,Primary solid papillary carcinoma with invasion of breast (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722832009,722832009,722832009
Malignancies,SNOMEDCT_US,Primary spindle cell carcinoma of lung (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707457009,707457009,707457009
Malignancies,SNOMEDCT_US,Primary spindle cell carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707394001,707394001,707394001
Malignancies,SNOMEDCT_US,Primary spindle cell squamous cell carcinoma of hypopharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707489000,707489000,707489000
Malignancies,SNOMEDCT_US,Primary spindle cell squamous cell carcinoma of larynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707422006,707422006,707422006
Malignancies,SNOMEDCT_US,Primary spindle cell squamous cell carcinoma of oropharynx (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707582006,707582006,707582006
Malignancies,SNOMEDCT_US,Primary squamous cell adenoid carcinoma of trachea (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707495004,707495004,707495004
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of accessory sinus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707353009,707353009,707353009
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of anal canal (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722542000,722542000,722542000
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of anterior surface of epiglottis (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707537007,707537007,707537007
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of anus (disorder),"","",possible,Onc,ANYMALIGNANCY,COV,723265000,723265000,723265000
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of base of tongue (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,722672002,722672002,722672002
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of branchial cleft (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707531008,707531008,707531008
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of chest wall (disorder),"","",possible,Onc,ANYMALIGNANCY,COV,91151000119103,91151000119103,91151000119103
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of ear (disorder),"","",possible,Onc,ANYMALIGNANCY,COV,722112006,722112006,722112006
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of endometrium (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,733359005,733359005,733359005
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of ethmoidal sinus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707359008,707359008,707359008
Malignancies,SNOMEDCT_US,Primary squamous cell carcinoma of frontal sinus (disorder),"","",narrow,Onc,ANYMALIGNANCY,COV,707356001,707356001,707356001
