event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code,Type_codelist,EXPOSURE,COV,INDICATION,ALTERNATIVES,Algorithm,Algorithm_input,DP,EXACT_MATCH,Label,...12,Start window,End window
All pericarditis,MEDCODEID,Acute pericarditis - staphylococcal,"","",narrow,C,PERICARDALL,COV,459381000006110,459381000006110,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis - streptococcal,"","",narrow,C,PERICARDALL,COV,459391000006113,459391000006113,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis - syphilitic,"","",narrow,C,PERICARDALL,COV,299881014,299881014,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis - tuberculous,"","",narrow,C,PERICARDALL,COV,299882019,299882019,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis - unspecified,"","",narrow,C,PERICARDALL,COV,299891015,299891015,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis - uraemic,"","",narrow,C,PERICARDALL,COV,299885017,299885017,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis NOS,"","",narrow,C,PERICARDALL,COV,299901010,299901010,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis associated with another disorder,"","",narrow,C,PERICARDALL,COV,11922871000006113,11922871000006113,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis associated with another disorder,"","",narrow,C,PERICARDALL,COV,299888015,299888015,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis co-occurrent and due to uraemia,"","",narrow,C,PERICARDALL,COV,11777281000006117,11777281000006117,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis co-occurrent and due to uremia,"","",narrow,C,PERICARDALL,COV,11777311000006115,11777311000006115,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis in diseases EC,"","",narrow,C,PERICARDALL,COV,299875018,299875018,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis secondary to uraemia,"","",narrow,C,PERICARDALL,COV,11777301000006118,11777301000006118,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pericarditis secondary to uremia,"","",narrow,C,PERICARDALL,COV,11777291000006119,11777291000006119,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pleuropericarditis,"","",narrow,C,PERICARDALL,COV,2780331000006118,2780331000006118,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute pneumococcal pericarditis,"","",narrow,C,PERICARDALL,COV,4776471000006110,4776471000006110,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute purulent pericarditis unspecified,"","",narrow,C,PERICARDALL,COV,395760014,395760014,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute rheumatic pericarditis,"","",narrow,C,PERICARDALL,COV,26565015,26565015,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute staphylococcal pericarditis,"","",narrow,C,PERICARDALL,COV,4776481000006113,4776481000006113,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Acute tuberculous pericarditis,"","",narrow,C,PERICARDALL,COV,4776411000006118,4776411000006118,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Adhesive pericarditis,"","",narrow,C,PERICARDALL,COV,62911012,62911012,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Adhesive pericarditis NOS,"","",narrow,C,PERICARDALL,COV,299955014,299955014,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Bacterial pericarditis,"","",narrow,C,PERICARDALL,COV,5056921000006114,5056921000006114,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chest pain of pericarditis,"","",narrow,C,PERICARDALL,COV,8015251000006110,8015251000006110,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chronic pericarditis,"","",narrow,C,PERICARDALL,COV,39670013,39670013,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chronic pericarditis with effusion,"","",narrow,C,PERICARDALL,COV,2932491000006111,2932491000006111,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chronic rheumatic mediastinopericarditis,"","",narrow,C,PERICARDALL,COV,149909014,149909014,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chronic rheumatic myopericarditis,"","",narrow,C,PERICARDALL,COV,2321014,2321014,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chronic rheumatic pericarditis,"","",narrow,C,PERICARDALL,COV,129567014,129567014,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Chronic rheumatic pericarditis NOS,"","",narrow,C,PERICARDALL,COV,299583017,299583017,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Constrictive pericarditis,"","",narrow,C,PERICARDALL,COV,141891015,141891015,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Constrictive pericarditis NOS,"","",narrow,C,PERICARDALL,COV,299958011,299958011,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Coxsackie pericarditis,"","",narrow,C,PERICARDALL,COV,46541012,46541012,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Delayed postmyocardial infarction pericarditis,"","",narrow,C,PERICARDALL,COV,13930031000006112,13930031000006112,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Dressler-s syndrome,"","",narrow,C,PERICARDALL,COV,109916013,109916013,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Dressler-s syndrome,"","",narrow,C,PERICARDALL,COV,13930051000006117,13930051000006117,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Fibrosis of pericardium,"","",narrow,C,PERICARDALL,COV,299954013,299954013,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Freeing of adhesions of pericardium,"","",narrow,C,PERICARDALL,COV,794431000006117,794431000006117,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Gonococcal pericarditis,"","",narrow,C,PERICARDALL,COV,149872017,149872017,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Histoplasma capsulatum with pericarditis,"","",narrow,C,PERICARDALL,COV,287616017,287616017,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Histoplasma duboisii with pericarditis,"","",narrow,C,PERICARDALL,COV,287627015,287627015,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Histoplasmosis with pericarditis,"","",narrow,C,PERICARDALL,COV,287637013,287637013,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Idiopathic recurrent pericarditis,"","",narrow,C,PERICARDALL,COV,12047141000006118,12047141000006118,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Meningococcal pericarditis,"","",narrow,C,PERICARDALL,COV,110818011,110818011,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Myopericarditis,"","",narrow,C,PERICARDALL,COV,7848591000006115,7848591000006115,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,O-E - pericardial friction rub,"","",narrow,C,PERICARDALL,COV,254136018,254136018,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,O-E - pericardial rub,"","",narrow,C,PERICARDALL,COV,254137010,254137010,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,O-E - pericardial rub NOS,"","",narrow,C,PERICARDALL,COV,254140010,254140010,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,O-E - pericardial rub present,"","",narrow,C,PERICARDALL,COV,254139013,254139013,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Other and unspecified acute pericarditis,"","",narrow,C,PERICARDALL,COV,299890019,299890019,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Pericardial adhesion division,"","",narrow,C,PERICARDALL,COV,865631000006119,865631000006119,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Pericardial tamponade,"","",narrow,C,PERICARDALL,COV,3068961000006116,3068961000006116,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Pericarditis,"","",narrow,C,PERICARDALL,COV,300891012,300891012,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Pericarditis secondary to acute myocardial infarction,"","",narrow,C,PERICARDALL,COV,3655161000006110,3655161000006110,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Pericarditis secondary to uraemia,"","",narrow,C,PERICARDALL,COV,3802991000006114,3802991000006114,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Pick-s disease of heart,"","",narrow,C,PERICARDALL,COV,299957018,299957018,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Post infarction pericarditis,"","",narrow,C,PERICARDALL,COV,216351000006118,216351000006118,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Post-infarction pericarditis,"","",narrow,C,PERICARDALL,COV,5056941000006119,5056941000006119,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Rheumatic pericarditis,"","",narrow,C,PERICARDALL,COV,2955721000006111,2955721000006111,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Syphilitic pericarditis,"","",narrow,C,PERICARDALL,COV,7051019,7051019,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Systemic lupus erythematosus with pericarditis,"","",narrow,C,PERICARDALL,COV,453243010,453243010,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,TB - acute pericarditis,"","",narrow,C,PERICARDALL,COV,299883012,299883012,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Uraemic pericarditis,"","",narrow,C,PERICARDALL,COV,3803021000006117,3803021000006117,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Uremic pericarditis,"","",narrow,C,PERICARDALL,COV,3803011000006113,3803011000006113,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Viral pericarditis,"","",narrow,C,PERICARDALL,COV,350428012,350428012,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,Viral pericarditis - virus unidentified,"","",narrow,C,PERICARDALL,COV,5573971000006119,5573971000006119,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,[RFC] Endocarditis- myocarditis- pericarditis,"","",narrow,C,PERICARDALL,COV,905461000006116,905461000006116,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,[X]Other forms of acute pericarditis,"","",narrow,C,PERICARDALL,COV,300887019,300887019,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,[X]Pericarditis in bacterial diseases classified elsewhere,"","",narrow,C,PERICARDALL,COV,300889016,300889016,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MEDCODEID,[X]Pericarditis in other infectious+parasitic diseases CE,"","",narrow,C,PERICARDALL,COV,419721000006116,419721000006116,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Active Rheumatic fever with pericarditis,C0155555,Acute rheumatic pericarditis,narrow,C,PERICARDALL,COV,391,391,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Acute pericarditis NOS,C0155679,Acute pericarditis,narrow,C,PERICARDALL,COV,420.9,420.9,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Acute pericarditis- pneumococcal,C0340449,Acute pneumococcal pericarditis,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Acute pericarditis- purulent,C0265149,Acute purulent pericarditis,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Acute pericarditis- staphylococcal,C0340450,Acute staphylococcal pericarditis,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Acute pericarditis- streptococcal,C0340451,Acute streptococcal pericarditis,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Adherent pericardium,C0152452,Fibrosis of pericardium,narrow,C,PERICARDALL,COV,423.1,423.1,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Chronic rheumatic- mediastinopericarditis,C0264755,Chronic rheumatic mediastinopericarditis,narrow,C,PERICARDALL,COV,393,393,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Chronic rheumatic- myopericarditis,C0264756,Chronic rheumatic myopericarditis,narrow,C,PERICARDALL,COV,393,393,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pericarditis NOS,C0031046,Pericarditis,narrow,C,PERICARDALL,COV,420.9,420.9,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pericarditis- infective NOS,C0265147,Infectious pericarditis,narrow,C,PERICARDALL,COV,420.9,420.9,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pericarditis- pneumococcal,C1456502,pneumococcal pericarditis,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pericarditis- staphylococcal,C1456503,staphylococcal pericarditis,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pick-s disease of heart,C0031876,Pick Disease of Heart,narrow,C,PERICARDALL,COV,423.2,423.2,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pick-s disease of heart and liver,C0265130,Pick-s disease of heart and liver,narrow,C,PERICARDALL,COV,423.2,423.2,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pneumopyopericardium,C0265123,Pneumopyopericardium,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Pyopericardium,C0265124,Pyopericardium,narrow,C,PERICARDALL,COV,420.99,420.99,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,MTHICD9,Rheumatic fever with pericarditis,C0264747,Rheumatic pericarditis,narrow,C,PERICARDALL,COV,391,391,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute pericarditis NOS,C0155679,Acute pericarditis,narrow,C,PERICARDALL,COV,G50zz,G50zz,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute pericarditis-pneumococc.,C0340449,Acute pneumococcal pericarditis,narrow,C,PERICARDALL,COV,G50z2,G50z2,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute pericarditis-staphylococ,C0340450,Acute staphylococcal pericarditis,narrow,C,PERICARDALL,COV,G50z3,G50z3,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute pericarditis-streptococ.,C0340451,Acute streptococcal pericarditis,narrow,C,PERICARDALL,COV,G50z4,G50z4,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute pericarditis-tuberculous,C0349524,Acute tuberculous pericarditis,narrow,C,PERICARDALL,COV,G5003,G5003,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute pericarditis-unspecified,C0155679,Acute pericarditis,narrow,C,PERICARDALL,COV,G50z0,G50z0,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute purulent pericard.unsp.,C0265124,Pyopericardium,narrow,C,PERICARDALL,COV,G50z5,G50z5,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Acute rheumatic pericarditis,C0155555,Acute rheumatic pericarditis,narrow,C,PERICARDALL,COV,G010.,G010.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Adherent rheumatic pericardium,C0340527,Rheumatic adherent pericardium,narrow,C,PERICARDALL,COV,G100.,G100.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Adhesive pericarditis,C0152452,Fibrosis of pericardium,narrow,C,PERICARDALL,COV,G531.,G531.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Adhesive pericarditis NOS,C0152452,Fibrosis of pericardium,narrow,C,PERICARDALL,COV,G531z,G531z,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Chr.rh.mediastinopericarditis,C0264755,Chronic rheumatic mediastinopericarditis,narrow,C,PERICARDALL,COV,G101.,G101.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Chronic rheum.myopericarditis,C0264756,Chronic rheumatic myopericarditis,narrow,C,PERICARDALL,COV,G102.,G102.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Chronic rheum.pericarditis NOS,C0155561,Chronic rheumatic pericarditis,narrow,C,PERICARDALL,COV,G10z.,G10z.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Chronic rheumatic pericarditis,C0155561,Chronic rheumatic pericarditis,narrow,C,PERICARDALL,COV,G10..,G10..,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Constrictive pericarditis,C0031048,Pericarditis- Constrictive,narrow,C,PERICARDALL,COV,G532.,G532.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Constrictive pericarditis,C0031048,Pericarditis- Constrictive,narrow,C,PERICARDALL,COV,G532.,G532.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Constrictive pericarditis NOS,C0031048,Pericarditis- Constrictive,narrow,C,PERICARDALL,COV,G532z,G532z,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Constrictive pericarditis NOS,C0031048,Pericarditis- Constrictive,narrow,C,PERICARDALL,COV,G532z,G532z,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Fibrosis of pericardium,C0152452,Fibrosis of pericardium,narrow,C,PERICARDALL,COV,G5311,G5311,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,O-E - pericardial friction rub,C0436830,O-E - pericardial friction rub,narrow,C,PERICARDALL,COV,24C..,24C..,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,O-E - pericardial rub NOS,C0436830,O-E - pericardial friction rub,narrow,C,PERICARDALL,COV,24CA.,24CA.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Other diseases of pericardium,C0265122,Disorder of pericardium,narrow,C,PERICARDALL,COV,G53..,G53..,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Other diseases of pericardium,C0340442,Other pericardial disease,narrow,C,PERICARDALL,COV,G53..,G53..,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
All pericarditis,RCD2,Other pericardial disease NOS,C0007177,Cardiac Tamponade,narrow,C,PERICARDALL,COV,G53z.,G53z.,diagnosis,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Pericarditis, all",,,
