Coding system,Code,Code name,Concept,Concept name,Tags,Comment,Edited by,Date,Clinical review 1,Reviewer 1,Date review 1,Clinical review 2,Reviewer 2,Date review 2
SCTSPA,713910008,aplasia eritrocítica pura mediada por anticuerpos adquirida causada por agente estimulante de la eritropoyesis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,715342005,síndrome de talasemia alfa con discapacidad intelectual ligada al cromosoma X,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,715526002,estomatocitosis hereditaria deshidratada,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,716682000,talasemia beta dominante,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,717050005,anemia sideroblástica autosómica recesiva,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,717254007,pseudohiperpotasemia familiar,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,717946000,anemia megaloblástica debida a deficiencia de vitamina B12 secundaria a enfermedad intestinal,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,717947009,deficiencia de vitamina B12 causada por fármaco,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,717948004,anemia por deficiencia adquirida de hierro debida a aumento del requerimiento de hierro,C4305608,Acquired iron deficiency anemia due to increased iron requirement,exclude,,,,sima,,13-August-2024,,,
SCTSPA,718196002,síndrome trombocitopénico de talasemia beta ligado al cromosoma X,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,71832003,anemia hemolítica autoinmunitaria causada por inmunoglobulina M,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,71855000,anemia megaloblástica aguda secundaria a alimentación parenteral total,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,718716008,anemia hemolítica autoinmunitaria de tipo mixto,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,719019000,síndrome WT extremidades-sangre,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,719402008,anemia hemolítica letal y anomalía genital,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,719453009,anemia diseritropoyética congénita tipo IV,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,719816006,anemia sideroblástica ligada al cromosoma X con ataxia espinocerebelosa,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,71988008,síndrome de Aase,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,720401009,síndrome de fibrosis quística con gastritis y anemia megaloblástica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,720465002,anemia sideroblástica autosómica recesiva de comienzo en la vida adulta,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,720982007,"síndrome de Alport, discapacidad intelectual, hipoplasia mediofacial y eliptocitosis",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,721184003,anemia megaloblástica debida a deficiencia de folato por aumento de los requerimientos,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,721185002,anemia megaloblástica debida a deficiencia de folato en el embarazo y la lactancia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,721186001,anemia megaloblástica debida a deficiencia de folato en el prematuro,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,721295000,anemia por deficiencia adquirida de tiamina,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,722005000,anemia ferropénica refractaria al hierro,C0085576,Iron-Refractory Iron Deficiency Anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,722125003,estomatocitosis hereditaria sobrehidratada,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,722207000,"síndrome de insuficiencia pancreática, anemia diseritropoyética, hiperostosis de calota craneal",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,722475006,anemia diseritropoyética congénita ligada al cromosoma X con trombocitopenia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,722721004,síndrome urémico hemolítico familiar,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,72331000119105,talasemia materna que complica el embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,723489005,subsíndrome hematopoyético del síndrome agudo por radiación,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,723512008,disqueratosis congénita con retinopatía exudativa bilateral,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,723623002,ovalocitosis del sudeste asiático,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,724138007,síndrome de miopatía mitocondrial con anemia sideroblástica,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,724556004,anemia por deficiencia de hierro debida a pérdida de sangre,C1542776,Iron deficiency anemia due to blood loss,narrow,,,,sima,,13-August-2024,,,
SCTSPA,724557008,anemia por deficiencia de hierro adquirida debida a disminución de la absorción,C4510973,Acquired iron deficiency anemia due to decreased absorption,narrow,,,,sima,,13-August-2024,,,
SCTSPA,72501006,anemia causada por hidruro de arsénico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,725057008,anemia hemolítica no esferocítica debida a deficiencia de trifosfatasa de adenosina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,725463007,anemia hipocrómica congénita severa con sideroblastos en anillo,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,726669007,"síndrome de calcificación del sistema nervioso central, sordera, acidosis tubular y anemia",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,73073009,eliptocitosis hereditaria por defecto de espectrina beta en autoasociación,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,73162004,púrpura post - transfusión,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,73190000,talasemia épsilon gamma delta beta^0^,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,732960002,anemia hemolítica autoinmunitaria secundaria concomitante con lupus eritematoso sistémico y debida a él,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,732962005,anemia hemolítica autoinmunitaria secundaria concomitante con enfermedad inflamatoria crónica y debida a ella,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,732963000,anemia hemolítica autoinmunitaria secundaria concomitante con trastorno linfoproliferativo y debida a él,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,732965007,anemia hemolítica autoinmunitaria secundaria concomitante con trastorno reumático y debida a él,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,732966008,anemia hemolítica autoinmunitaria secundaria concomitante con colitis ulcerosa y debida a ella,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,734349003,síndrome de discapacidad intelectual por talasemia alfa ligado al cromosoma 16,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,735452003,anemia por deficiencia hereditaria de vitamina B12,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,735453008,anemia por deficiencia hereditaria de folato,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,736024007,pancitopenia causada por medicación,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,737220002,anemia debida a trastorno metabólico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,73891003,anemia megaloblástica aguda causada por óxido nitroso,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,74703006,anemia hemolítica no esferocítica hereditaria por deficiencia de piruvato quinasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,74789008,anemia hemolítica Coombs positiva,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,75331009,síndrome de Evans,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,75443009,"eliptocitosis hereditaria por proteína 4, 1 anormal",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,75451007,talasemia mayor,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,76032001,anemia sideropénica con siderosis reticuloendotelial,C0002873,Anemia of chronic disease,narrow,,,,sima,,13-August-2024,,,
SCTSPA,76158004,anemia de los cerdos jóvenes,C0154287,Iron deficiency anemia secondary to inadequate dietary iron intake,exclude,,,,sima,,13-August-2024,,,
SCTSPA,76336008,talasemia delta beta cero,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,76366001,anemia hemolítica causada por Bartonella,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,765327005,"síndrome de anemia sideroblástica congénita, inmunodeficiencia de linfocitos B, fiebre periódica y retraso del desarrollo",-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,765748009,aplasia eritrocítica pura del adulto,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,766982000,anemia hemolítica debida a deficiencia de adenilato cinasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,767657005,anemia debida a quimioterapia y posterior a ella,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,768556005,síndrome de ataxia pancitopenia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,77084001,anemia aplásica inmunológica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,773489008,criohidrocitosis hereditaria con estomatina normal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,774071007,síndrome de pancitopenia con retraso del desarrollo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,774083009,anemia hemolítica autoinmunitaria neonatal,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,77413008,esferocitosis hereditaria severa por deficiencia de espectrina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,77607006,anemia sideroblástica inducida por drogas,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,77663007,anemia hemolítica causada por paludismo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,778027003,deficiencia primaria de CD59,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,78129009,púrpura trombocitopénica trombótica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,78209002,síndrome urémico hemolítico del adulto,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,782759001,anemia diseritropoyética ligada al cromosoma X con plaquetas anormales y neutropenia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,782911008,criohidrocitosis hereditaria con estomatina reducida,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,783142006,pancitopenia debida a mutaciones de IKZF1,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,783255002,anemia aplásica hereditaria aislada,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,78677008,anemia por deficiencia de ácido pantoténico,-,-,exclude,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,788865000,anemia debida a enfermedad infecciosa crónica,-,-,exclude,Desc: code 234347009,,,sima,,13-August-2024,,,
SCTSPA,788944005,talasemia gamma delta beta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,78908001,anemia hemolítica no esferocítica hereditaria por disminución de la actividad de adenosina desaminasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,789660001,síndrome urémico hemolítico atípico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,78997000,anemia megaloblástica asociada a vegetarianismo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,79035003,anemia por mecanismo desconocido,C0272009,Anemia due to unknown mechanism,narrow,,,,sima,,13-August-2024,,,
SCTSPA,79592006,talasemia beta más,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,80126007,síndrome de Plummer - Vinson,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,80875006,anemia aclorhídrica,C0271977,Achlorhydric anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,80963002,variante de anemia por deficiencia de glucosa-6-fosfato deshidrogenasa clase V,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,81711008,anemia hemolítica causada por fármacos,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,82003006,variante de anemia por deficiencia de glucosa-6-fosfato deshidrogenasa clase IV,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,82430007,anemia megaloblástica aguda,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,82895008,anemia megaloblástica por enfermedad del intestino delgado,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,82980005,anemia debida a diabetes mellitus,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,83414005,anemia macrocítica,C0002886,"Anemia, Macrocytic",narrow,,,,sima,,13-August-2024,,,
SCTSPA,84027009,anemia perniciosa,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,84188003,síndrome talasémico,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,85422000,talasemia alfa más tipo no deleción,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,85557000,persistencia hereditaria de hemoglobina fetal tipo deleción,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,85570009,anemia por deficiencia de vitamina A,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,85649008,anemia megaloblástica por deficiencia de ácido fólico,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,85746008,anemia por deficiencia de proteínas,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,862001,anemia causada por clorato,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86225009,anemia hemolítica de alta afinidad tipo hapteno,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86242003,deleción tipo talasemia alfa más,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86325007,anemia no megaloblástica por alcoholismo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,863953007,anemia por sensibilidad a primaquina,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86448001,anemia por deficiencia de vitamina B>6<,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SCTSPA,866092006,anemia megaloblástica debida a deficiencia de dihidrofolato reductasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86715000,talasemia beta cero,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86859003,anemia por deficiencia de variante enzimática de glucosa-6-fosfato deshidrogenasa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,86986002,enfermedad hemolítica del feto O recién nacido por isoinmunización RhD,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SCTSPA,87522002,anemia ferropénica,C0162316,Iron deficiency anemia,narrow,,,,sima,,13-August-2024,,,
SCTSPA,87806008,anemia megaloblástica por esprue tropical,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,87810006,anemia megaloblástica debida a alcoholismo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,87994004,xerocitosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,8857001,eliptocitosis hereditaria por defecto de espectrina alfa,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,88854002,anemia hipoplásica congénita,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,89459006,persistencia hereditaria de hemoglobina fetal vinculada al grupo de genes de globulina beta,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,89810003,talasemia ^A^gamma delta beta^0^,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,90175006,anemia sideroblástica secundaria adquirida,-,-,narrow,Desc: code 41841004,,,sima,,13-August-2024,,,
SCTSPA,90414007,aplasia eritrocitaria pura adquirida crónica,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,91217009,anemia megaloblástica por embarazo,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,91411007,anemia hemolítica autoinmunitaria causada por inmunoglobulina A,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,934007,talasemia intermedia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,9434008,piropoiquilocitosis hereditaria,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SCTSPA,9764001,anemia causada por radiación,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10205009,Megaloblastic anemia due to exfoliative dermatitis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,105599000,Anemia related to disturbed DNA synthesis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10564005,Severe hereditary spherocytosis due to combined deficiency of spectrin AND ankyrin,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10619002,Megaloblastic anemia due to poor nutrition,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10741751000119100,Anemia in mother complicating childbirth,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10755381000119108,Postpartum iron deficiency anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10759351000119103,Sickle cell anemia in mother complicating childbirth,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10762261000119105,Anemia following acute postoperative blood loss,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,10806241000119108,Thalassemia in mother complicating childbirth,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,109998009,Myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SNOMEDCT_US,111407006,Hemolytic uremic syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111469006,"Hemolytic disease of the newborn due to non-ABO, non-Rh isoimmunization",-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,111570005,Anemia due to infection,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111571009,Congenital atransferrinemia,-,-,exclude,Desc: code 234349007,,,sima,,13-August-2024,,,
SNOMEDCT_US,111572002,Beta zero thalassemia non deletion type,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111574001,Anemia due to copper deficiency,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111575000,Anemia due to membrane defect,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111576004,Acquired stomatocytosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111577008,Anemia due to enzyme deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111579006,HNSHA due to glutathione synthetase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,111581008,Anemia caused by physical agent,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1142030006,Nutritional anemia of pregnancy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1142062009,Macrocytic anemia of pregnancy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1142083003,Hemolytic anemia of pregnancy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1142087002,Congenital megaloblastic anemia due to transcobalamin II deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148853004,Post gastrectomy iron deficiency anemia,C5546754,Post gastrectomy iron deficiency anemia,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148855006,Iron deficiency anemia due to increased requirement in adolescence,C5546756,Iron deficiency anemia due to increased requirement in adolescence,exclude,,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148856007,Iron deficiency anemia due to increased requirement in infancy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148861009,Iron deficiency anemia due to celiac disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148880006,Drug-induced non autoimmune hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148893001,Hemolytic anemia due to glyceraldehyde-3-phosphate dehydrogenase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148895008,Hemolytic anemia due to red cell enolase deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148897000,Hemoglobin Paksé disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148899002,Hemoglobin Seal Rock disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1148914007,Autosomal dominant sideroblastic anemia,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SNOMEDCT_US,11491000,Anemia due to niacin deficiency,-,-,narrow,Desc: code 267513007,,,sima,,13-August-2024,,,
SNOMEDCT_US,11503009,Relative anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153333001,Pernicious anemia due to autoimmune disorder,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153353002,Vitamin B12 deficiency anemia following total gastrectomy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153358006,Lymphocyte passenger syndrome following organ transplantation,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153380009,Mechanical hemolysis following insertion of prosthetic heart valve,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153399000,Homozygous hereditary elliptocytosis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153403009,Hereditary iron deficiency anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153409008,Vitamin B12 deficiency anemia due to chronic atrophic gastritis,-,-,possible,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153413001,Acute splenic sequestration of spleen due to sickle cell thalassemia with crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1153415008,Acute splenic sequestration due to sickle cell hemoglobin C disease with crisis,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,115963009,Regenerative anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1171357005,Vitamin B12 deficiency anemia following gastrectomy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,11781007,Autoimmune hemolytic anemia caused by complement,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,118791000119106,Aplastic anemia caused by antineoplastic agent,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,119641000119103,Homozygous hemoglobin H constant spring thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,119691000119106,Hemoglobin C/beta thalassemia disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,119701000119106,Hemoglobin D/beta thalassemia disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,12189000,Coombs negative hemolytic anemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,12238007,Megaloblastic anemia due to gastrectomy,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1237349008,"Hydrops, lactic acidosis, sideroblastic anemia, multisystemic failure syndrome",-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SNOMEDCT_US,1237417007,"CAD-CDG - carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase congenital disorder of glycosylation",-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1260217004,Myelodysplastic neoplasm with low blasts and SF3B1 mutation,-,-,exclude,Desc: code 41841004,,,sima,,13-August-2024,,,
SNOMEDCT_US,1269225005,Hemolytic uremic syndrome with DGKE deficiency,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,1269270002,Infection-related hemolytic uremic syndrome,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127034005,Pancytopenia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127040003,Sickle cell-hemoglobin SS disease,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127041004,Sickle cell-beta-thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127042006,Sickle cell beta plus thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127043001,Sickle cell-beta^0^-thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127044007,Sickle cell-delta beta^0^-thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127045008,Sickle cell anemia with coexistent alpha-thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127046009,Sickle cell trait with coexistent alpha-thalassemia,-,-,exclude,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127049002,Primary (idiopathic) autoimmune hemolytic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
SNOMEDCT_US,127050002,Secondary autoimmune hemolytic anemia,-,-,narrow,Desc: code 271737000,,,sima,,13-August-2024,,,
