event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Colectomy in Ulcerative colitis,SNOMEDCT_US,301699000,Snare resection of lesion of colon,C0578387,Snare resection of lesion of colon,narrow,TP,COLECTOMY,AESI,301699000
Colectomy in Ulcerative colitis,SNOMEDCT_US,304583001,Extended right hemicolectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,304583001
Colectomy in Ulcerative colitis,SNOMEDCT_US,304587000,Excision of colonic pouch,C0582489,Excision of colonic pouch,narrow,TP,COLECTOMY,AESI,304587000
Colectomy in Ulcerative colitis,SNOMEDCT_US,307507006,Excision jejunocolic fistula,-,-,narrow,TP,COLECTOMY,AESI,307507006
Colectomy in Ulcerative colitis,SNOMEDCT_US,307586000,Laparoscopic transverse colectomy,-,-,narrow,TP,COLECTOMY,AESI,307586000
Colectomy in Ulcerative colitis,SNOMEDCT_US,307644001,Transverse colectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,307644001
Colectomy in Ulcerative colitis,SNOMEDCT_US,307645000,Transverse colectomy and colostomy,-,-,narrow,TP,COLECTOMY,AESI,307645000
Colectomy in Ulcerative colitis,SNOMEDCT_US,307648003,Sigmoid colectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,307648003
Colectomy in Ulcerative colitis,SNOMEDCT_US,307654002,Subtotal colectomy with cecorectal anastomosis,-,-,narrow,TP,COLECTOMY,AESI,307654002
Colectomy in Ulcerative colitis,SNOMEDCT_US,307656000,Subtotal colectomy with ileosigmoid anastomosis,-,-,narrow,TP,COLECTOMY,AESI,307656000
Colectomy in Ulcerative colitis,SNOMEDCT_US,307657009,Left hemicolectomy and colostomy,-,-,narrow,TP,COLECTOMY,AESI,307657009
Colectomy in Ulcerative colitis,SNOMEDCT_US,307658004,Sigmoid colectomy and colostomy,-,-,narrow,TP,COLECTOMY,AESI,307658004
Colectomy in Ulcerative colitis,SNOMEDCT_US,307659007,Subtotal colectomy with ileorectal anastomosis,-,-,narrow,TP,COLECTOMY,AESI,307659007
Colectomy in Ulcerative colitis,SNOMEDCT_US,307662005,Excision of colocutaneous fistula,-,-,narrow,TP,COLECTOMY,AESI,307662005
Colectomy in Ulcerative colitis,SNOMEDCT_US,307666008,Total colectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,307666008
Colectomy in Ulcerative colitis,SNOMEDCT_US,307667004,Total colectomy- ileostomy and rectal mucous fistula,-,-,narrow,TP,COLECTOMY,AESI,307667004
Colectomy in Ulcerative colitis,SNOMEDCT_US,307669001,Total colectomy- ileostomy and closure of rectal stump,-,-,narrow,TP,COLECTOMY,AESI,307669001
Colectomy in Ulcerative colitis,SNOMEDCT_US,31130001,Total abdominal colectomy with proctectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,31130001
Colectomy in Ulcerative colitis,SNOMEDCT_US,311774002,Colonoscopic polypectomy,-,-,narrow,TP,COLECTOMY,AESI,311774002
Colectomy in Ulcerative colitis,SNOMEDCT_US,312406002,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch,C0729753,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch,narrow,TP,COLECTOMY,AESI,312406002
Colectomy in Ulcerative colitis,SNOMEDCT_US,315321001,Right hemicolectomy and anastomosis of ileum to colon,-,-,narrow,TP,COLECTOMY,AESI,315321001
Colectomy in Ulcerative colitis,SNOMEDCT_US,315322008,Transverse colectomy with anastomosis,-,-,narrow,TP,COLECTOMY,AESI,315322008
Colectomy in Ulcerative colitis,SNOMEDCT_US,315324009,Left hemicolectomy with anastomosis,-,-,narrow,TP,COLECTOMY,AESI,315324009
Colectomy in Ulcerative colitis,SNOMEDCT_US,315325005,Left hemicolectomy with stoma,-,-,narrow,TP,COLECTOMY,AESI,315325005
Colectomy in Ulcerative colitis,SNOMEDCT_US,315326006,Sigmoid colectomy with anastomosis,-,-,narrow,TP,COLECTOMY,AESI,315326006
Colectomy in Ulcerative colitis,SNOMEDCT_US,315327002,Sigmoid colectomy with stoma,-,-,narrow,TP,COLECTOMY,AESI,315327002
Colectomy in Ulcerative colitis,SNOMEDCT_US,32044008,Partial colectomy by abdominal approach,-,-,narrow,TP,COLECTOMY,AESI,32044008
Colectomy in Ulcerative colitis,SNOMEDCT_US,359571009,Right colectomy,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,359571009
Colectomy in Ulcerative colitis,SNOMEDCT_US,36192008,Total abdominal colectomy with ileoproctostomy,-,-,narrow,TP,COLECTOMY,AESI,36192008
Colectomy in Ulcerative colitis,SNOMEDCT_US,386197003,Excision of diverticula of colon,-,-,narrow,TP,COLECTOMY,AESI,386197003
Colectomy in Ulcerative colitis,SNOMEDCT_US,41330009,Laparoscopic-assisted left colectomy,-,-,narrow,TP,COLECTOMY,AESI,41330009
Colectomy in Ulcerative colitis,SNOMEDCT_US,427997001,Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus,-,-,narrow,TP,COLECTOMY,AESI,427997001
Colectomy in Ulcerative colitis,SNOMEDCT_US,43075005,Partial resection of colon,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,43075005
Colectomy in Ulcerative colitis,SNOMEDCT_US,440033009,Laparoscopic fixation of prolapse of rectum with resection of sigmoid,-,-,possible,TP,COLECTOMY,AESI,440033009
Colectomy in Ulcerative colitis,SNOMEDCT_US,443480008,Laparoscopic excision of part of colon,C2733511,Laparoscopic excision of part of colon,narrow,TP,COLECTOMY,AESI,443480008
Colectomy in Ulcerative colitis,SNOMEDCT_US,44378008,Partial colectomy with anastomosis,-,-,narrow,TP,COLECTOMY,AESI,44378008
Colectomy in Ulcerative colitis,SNOMEDCT_US,443909001,Excision of part of colon with mobilization of splenic flexure,C2733474,Excision of part of colon with mobilization of splenic flexure,narrow,TP,COLECTOMY,AESI,443909001
Colectomy in Ulcerative colitis,SNOMEDCT_US,444165004,Excision of part of colon and excision of terminal ileum with ileocolic anastomosis,C2733466,Excision of part of colon and excision of terminal ileum with ileocolic anastomosis,narrow,TP,COLECTOMY,AESI,444165004
Colectomy in Ulcerative colitis,SNOMEDCT_US,445884009,Wedge resection of colon,C2959634,Wedge resection of colon,narrow,TP,COLECTOMY,AESI,445884009
Colectomy in Ulcerative colitis,SNOMEDCT_US,446222007,Hand assisted laparoscopic left colectomy,-,-,narrow,TP,COLECTOMY,AESI,446222007
Colectomy in Ulcerative colitis,SNOMEDCT_US,446223002,Hand assisted laparoscopic right colectomy,-,-,narrow,TP,COLECTOMY,AESI,446223002
Colectomy in Ulcerative colitis,SNOMEDCT_US,446228006,Hand assisted laparoscopic extended left colectomy,-,-,narrow,TP,COLECTOMY,AESI,446228006
Colectomy in Ulcerative colitis,SNOMEDCT_US,44642007,Partial colectomy with colostomy and creation of mucofistula,-,-,narrow,TP,COLECTOMY,AESI,44642007
Colectomy in Ulcerative colitis,SNOMEDCT_US,446472006,Incision of colon and excision of polyp,-,-,narrow,TP,COLECTOMY,AESI,446472006
Colectomy in Ulcerative colitis,SNOMEDCT_US,446521004,Colonoscopy and excision of mucosa of colon,-,-,narrow,TP,COLECTOMY,AESI,446521004
Colectomy in Ulcerative colitis,SNOMEDCT_US,446747005,Sigmoidoscopy and excision of mucosa of sigmoid colon,-,-,possible,TP,COLECTOMY,AESI,446747005
Colectomy in Ulcerative colitis,SNOMEDCT_US,447166008,Hand assisted laparoscopic extended right colectomy,-,-,narrow,TP,COLECTOMY,AESI,447166008
Colectomy in Ulcerative colitis,SNOMEDCT_US,44751009,Total abdominal colectomy with proctectomy and continent ileostomy,-,-,narrow,TP,COLECTOMY,AESI,44751009
Colectomy in Ulcerative colitis,SNOMEDCT_US,447946003,Right hemicolectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,447946003
Colectomy in Ulcerative colitis,SNOMEDCT_US,448050005,Colectomy and side to side anastomosis of ileum to colon,C3164339,Colectomy and side to side anastomosis of ileum to colon,narrow,TP,COLECTOMY,AESI,448050005
Colectomy in Ulcerative colitis,SNOMEDCT_US,450461000,Subtotal excision of colon and creation of colonic pouch,-,-,narrow,TP,COLECTOMY,AESI,450461000
Colectomy in Ulcerative colitis,SNOMEDCT_US,450462007,Subtotal excision of colon and rectum and creation of colonic pouch,-,-,narrow,TP,COLECTOMY,AESI,450462007
Colectomy in Ulcerative colitis,SNOMEDCT_US,456004,Total abdominal colectomy with ileostomy,-,-,narrow,TP,COLECTOMY,AESI,456004
Colectomy in Ulcerative colitis,SNOMEDCT_US,50774009,Laparoscopic-assisted right colectomy,-,-,narrow,TP,COLECTOMY,AESI,50774009
Colectomy in Ulcerative colitis,SNOMEDCT_US,54164009,Rectosigmoidectomy,-,-,narrow,TP,COLECTOMY,AESI,54164009
Colectomy in Ulcerative colitis,SNOMEDCT_US,713165008,Laparoscopic total colectomy with ileo-rectal anastomosis,-,-,narrow,TP,COLECTOMY,AESI,713165008
Colectomy in Ulcerative colitis,SNOMEDCT_US,73509004,Partial colectomy with skin level colostomy,-,-,narrow,TP,COLECTOMY,AESI,73509004
Colectomy in Ulcerative colitis,SNOMEDCT_US,738551006,Right colectomy with stoma,-,-,narrow,TP,COLECTOMY,AESI,738551006
Colectomy in Ulcerative colitis,SNOMEDCT_US,738552004,Partial resection of colon with stoma,C4545401,Partial resection of colon with stoma,narrow,TP,COLECTOMY,AESI,738552004
Colectomy in Ulcerative colitis,SNOMEDCT_US,73996007,Proctopexy combined with sigmoid resection by abdominal approach,-,-,narrow,TP,COLECTOMY,AESI,73996007
Colectomy in Ulcerative colitis,SNOMEDCT_US,75312003,Partial colectomy with ileostomy and creation of mucofistula,-,-,narrow,TP,COLECTOMY,AESI,75312003
Colectomy in Ulcerative colitis,SNOMEDCT_US,75404005,Epiploectomy,-,-,narrow,TP,COLECTOMY,AESI,75404005
Colectomy in Ulcerative colitis,SNOMEDCT_US,771568007,Fiberoptic endoscopic excision of lesion of colonic mucous membrane,-,-,narrow,TP,COLECTOMY,AESI,771568007
Colectomy in Ulcerative colitis,SNOMEDCT_US,787108001,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,-,-,narrow,TP,COLECTOMY,AESI,787108001
Colectomy in Ulcerative colitis,SNOMEDCT_US,787109009,Excision of entire colon and entire rectum,-,-,narrow,TP,COLECTOMY,AESI,787109009
Colectomy in Ulcerative colitis,SNOMEDCT_US,787874000,Laparoscopic total colectomy,C2111551,Laparoscopic total colectomy,narrow,TP,COLECTOMY,AESI,787874000
Colectomy in Ulcerative colitis,SNOMEDCT_US,787875004,Laparoscopic total colectomy and loop ileostomy,-,-,narrow,TP,COLECTOMY,AESI,787875004
Colectomy in Ulcerative colitis,SNOMEDCT_US,787876003,Laparoscopic total colectomy and ileostomy,-,-,narrow,TP,COLECTOMY,AESI,787876003
Colectomy in Ulcerative colitis,SNOMEDCT_US,80294005,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,-,-,narrow,TP,COLECTOMY,AESI,80294005
Colectomy in Ulcerative colitis,SNOMEDCT_US,81092009,Transsacral rectosigmoidectomy,-,-,narrow,TP,COLECTOMY,AESI,81092009
Colectomy in Ulcerative colitis,SNOMEDCT_US,82619000,Resection of descending colon,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,82619000
Colectomy in Ulcerative colitis,SNOMEDCT_US,82900007,Partial colectomy with coloproctostomy,-,-,narrow,TP,COLECTOMY,AESI,82900007
Colectomy in Ulcerative colitis,SNOMEDCT_US,84604002,Sigmoid colectomy,-,-,narrow,TP,COLECTOMY,AESI,84604002
Colectomy in Ulcerative colitis,SNOMEDCT_US,84952009,Resection of colon for interposition,-,-,narrow,TP,COLECTOMY,AESI,84952009
Colectomy in Ulcerative colitis,SNOMEDCT_US,858579005,Panproctocolectomy,-,-,narrow,TP,COLECTOMY,AESI,858579005
Colectomy in Ulcerative colitis,SNOMEDCT_US,87279008,Excision of lesion of colon,C0192869,Excision of lesion of colon,narrow,TP,COLECTOMY,AESI,87279008
Colectomy in Ulcerative colitis,SNOMEDCT_US,87602008,Closure of enterostomy of large intestine with resection and anastomosis,C0192961,Closure of enterostomy of large intestine with resection and anastomosis,narrow,TP,COLECTOMY,AESI,87602008
Colectomy in Ulcerative colitis,SNOMEDCT_US,89339008,Partial colectomy with coloproctostomy and colostomy,-,-,narrow,TP,COLECTOMY,AESI,89339008
Debridement as flare of EN,CCAM,QZJA013,Parage secondaire de lésion traumatique ou infectieuse de la peau et des tissus mous- sous anesthésie générale ou locorégionale,,,possible,TP,DEBRIDEMENTEN,AESI,QZJA013
Debridement as flare of EN,CCAM,QZJA021,Parage et-ou suture de plusieurs plaies pulpo-unguéales,,,narrow,TP,DEBRIDEMENTEN,AESI,QZJA021
Debridement as flare of EN,CCAM,QZJA022,Parage et-ou suture d-une plaie pulpo-unguéale,,,narrow,TP,DEBRIDEMENTEN,AESI,QZJA022
Debridement as flare of EN,ICD10CM,Z48.00,Encounter for change or removal of nonsurgical wound dressing,C1719690,Encounter for change or removal of nonsurgical wound dressing,narrow,TP,DEBRIDEMENTEN,AESI,Z48.00
Debridement as flare of EN,ICD9PROC,V58.3,Attention to dressings and sutures,C1719694,Attention to dressings and sutures,narrow,TP,DEBRIDEMENTEN,AESI,V58.3
Debridement as flare of EN,ICD9PROC,V58.30,Encounter for change or removal of nonsurgical wound dressing,C1719690,Encounter for change or removal of nonsurgical wound dressing,narrow,TP,DEBRIDEMENTEN,AESI,V58.30
Debridement as flare of EN,NCMPNCSPNCRP,KQBB,Behandlinger af sår på truncus [Procedures for wounds of skin of trunk],,,narrow,TP,DEBRIDEMENTEN,AESI,KQBB
Debridement as flare of EN,NCMPNCSPNCRP,KQBB05,Sårrevision på truncus [Revision of wound of skin of trunk Includes- Excision- debridement and suture],,,narrow,TP,DEBRIDEMENTEN,AESI,KQBB05
Debridement as flare of EN,NCMPNCSPNCRP,KQBB10,Skiftning af større sår på truncus [Major dressing of wound of skin of trunk],,,narrow,TP,DEBRIDEMENTEN,AESI,KQBB10
Debridement as flare of EN,NCMPNCSPNCRP,KQBB99,Anden sårbehandling på truncus [Other procedure for wound of skin of trunk],,,narrow,TP,DEBRIDEMENTEN,AESI,KQBB99
Debridement as flare of EN,NCMPNCSPNCRP,KQCB,Behandlinger af sår på overekstremitet [Procedures for wounds of skin of upper limb],,,narrow,TP,DEBRIDEMENTEN,AESI,KQCB
Debridement as flare of EN,NCMPNCSPNCRP,KQCB05,Sårrevision på overekstremitet [Revision of wound of skin of upper limb Includes- Excision- debridement and suture],,,narrow,TP,DEBRIDEMENTEN,AESI,KQCB05
Debridement as flare of EN,NCMPNCSPNCRP,KQCB10,Skiftning af større sår på overekstremitet [Major dressing of wound of skin of upper limb],,,narrow,TP,DEBRIDEMENTEN,AESI,KQCB10
Debridement as flare of EN,NCMPNCSPNCRP,KQCB99,Anden sårbehandling på overekstremitet [Other procedure for wound of skin of upper limb],,,narrow,TP,DEBRIDEMENTEN,AESI,KQCB99
Debridement as flare of EN,NCMPNCSPNCRP,KQDB,Behandlinger af sår på underekstremitet [Procedures for wounds of skin of lower limb],,,narrow,TP,DEBRIDEMENTEN,AESI,KQDB
Debridement as flare of EN,NCMPNCSPNCRP,KQDB05,Sårrevision på underekstremitet [Revision of wound of skin of lower limb Includes- Excision- debridement and suture],,,narrow,TP,DEBRIDEMENTEN,AESI,KQDB05
Debridement as flare of EN,NCMPNCSPNCRP,KQDB10,Skiftning af større sår på underekstremitet [Major dressing of wound of skin of lower limb],,,narrow,TP,DEBRIDEMENTEN,AESI,KQDB10
Debridement as flare of EN,NCMPNCSPNCRP,KQDB99,Anden sårbehandling på underekstremitet [Other procedure for wound of skin of lower limb],,,narrow,TP,DEBRIDEMENTEN,AESI,KQDB99
Debridement as flare of EN,NCMPNCSPNCRP,KQXB,Behandlinger af sår uden angivelse af lokalisation [Procedures for wounds of unspecified region of skin],,,narrow,TP,DEBRIDEMENTEN,AESI,KQXB
Debridement as flare of EN,NCMPNCSPNCRP,KQXB05,Sårrevision uden angivelse af lokalisation [Revision of wound of skin of unspecified region Includes- Excision- debridement and suture],,,narrow,TP,DEBRIDEMENTEN,AESI,KQXB05
Debridement as flare of EN,NCMPNCSPNCRP,KQXB10,Skiftning af større sår uden angivelse af lokalisation [Dressing of major wound of unspecified region of skin],,,narrow,TP,DEBRIDEMENTEN,AESI,KQXB10
Debridement as flare of EN,NCMPNCSPNCRP,KQXB99,Anden sårbehandling uden angivelse af lokalisation [Other procedure for wound of unspecified region of skin],,,narrow,TP,DEBRIDEMENTEN,AESI,KQXB99
Debridement as flare of EN,SCTSPA,129317004,desbridamiento (acción),C0011079,Debridement,narrow,TP,DEBRIDEMENTEN,AESI,129317004
Debridement as flare of EN,SCTSPA,19697009,desbridamiento y sutura,C0185004,Debridement and suture,narrow,TP,DEBRIDEMENTEN,AESI,19697009
Debridement as flare of EN,SCTSPA,312732009,desbridamiento de úlcera de pierna,C0730079,Debridement of leg ulcer,narrow,TP,DEBRIDEMENTEN,AESI,312732009
Debridement as flare of EN,SCTSPA,312733004,desbridamiento de úlcera de pie,C0730080,Debridement of foot ulcer,narrow,TP,DEBRIDEMENTEN,AESI,312733004
Debridement as flare of EN,SCTSPA,312775003,desbridamiento de úlcera,C0730126,Debridement of ulcer,narrow,TP,DEBRIDEMENTEN,AESI,312775003
Debridement as flare of EN,SCTSPA,36777000,desbridamiento,C0011079,Debridement,narrow,TP,DEBRIDEMENTEN,AESI,36777000
Debridement as flare of EN,SCTSPA,442837002,desbridamiento por resección - acción,C2732598,Excision debridement - action,narrow,TP,DEBRIDEMENTEN,AESI,442837002
Debridement as flare of EN,SCTSPA,46863009,desbridamiento de la piel- tejido celular subcutáneo y músculo,C0185219,Debridement of skin- subcutaneous tissue and muscle,narrow,TP,DEBRIDEMENTEN,AESI,46863009
Debridement as flare of EN,SCTSPA,85875009,desbridamiento de herida en la piel,C0191342,Debridement of wound of skin,narrow,TP,DEBRIDEMENTEN,AESI,85875009
Debridement as flare of EN,SNOMEDCT_US,129317004,Debridement - action,C0011079,Debridement,narrow,TP,DEBRIDEMENTEN,AESI,129317004
Debridement as flare of EN,SNOMEDCT_US,19697009,Debridement and suture,C0185004,Debridement and suture,narrow,TP,DEBRIDEMENTEN,AESI,19697009
Debridement as flare of EN,SNOMEDCT_US,312732009,Debridement of leg ulcer,C0730079,Debridement of leg ulcer,narrow,TP,DEBRIDEMENTEN,AESI,312732009
Debridement as flare of EN,SNOMEDCT_US,312733004,Debridement of foot ulcer,C0730080,Debridement of foot ulcer,narrow,TP,DEBRIDEMENTEN,AESI,312733004
Debridement as flare of EN,SNOMEDCT_US,312775003,Debridement of ulcer,C0730126,Debridement of ulcer,narrow,TP,DEBRIDEMENTEN,AESI,312775003
Debridement as flare of EN,SNOMEDCT_US,36777000,Debridement,C0011079,Debridement,narrow,TP,DEBRIDEMENTEN,AESI,36777000
Debridement as flare of EN,SNOMEDCT_US,442837002,Excision debridement - action,C2732598,Excision debridement - action,narrow,TP,DEBRIDEMENTEN,AESI,442837002
Debridement as flare of EN,SNOMEDCT_US,46863009,Debridement of skin- subcutaneous tissue and muscle,C0185219,Debridement of skin- subcutaneous tissue and muscle,narrow,TP,DEBRIDEMENTEN,AESI,46863009
Debridement as flare of EN,SNOMEDCT_US,85875009,Debridement of wound of skin,C0191342,Debridement of wound of skin,narrow,TP,DEBRIDEMENTEN,AESI,85875009
Proctocolectomy in UC flare up,CCAM,HHFA030,Total coloproctectomy without restoration of continuity- by laparoscopy or by laparotomy with laparoscopic preparation,,,narrow,TP,PROCTOCOLECTOMY,AESI,HHFA030
Proctocolectomy in UC flare up,MEDCODEID,13662261000006117,Laparoscopic restorative proctocolectomy,C5192602,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,13662261000006117
Proctocolectomy in UC flare up,MEDCODEID,13662271000006112,Excision of entire colon and entire rectum,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,13662271000006112
Proctocolectomy in UC flare up,MEDCODEID,13662281000006110,Total proctocolectomy,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,13662281000006110
Proctocolectomy in UC flare up,MEDCODEID,13662291000006113,Panproctocolectomy,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,13662291000006113
Proctocolectomy in UC flare up,MEDCODEID,13662301000006114,Total excision of colon and rectum,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,13662301000006114
Proctocolectomy in UC flare up,MEDCODEID,13948461000006113,Panproctocolectomy,C5234875,Excision of entire colon- entire rectum and entire anal canal (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,13948461000006113
Proctocolectomy in UC flare up,MEDCODEID,249841000006113,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,C0192876,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,249841000006113
Proctocolectomy in UC flare up,MEDCODEID,269613011,Panproctocolectomy and anastomosis of ileum to anus NEC,C0192876,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,269613011
Proctocolectomy in UC flare up,MEDCODEID,269614017,Proctocolectomy NEC,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,269614017
Proctocolectomy in UC flare up,MEDCODEID,269615016,Other specified total excision of colon and rectum,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,269615016
Proctocolectomy in UC flare up,MEDCODEID,269617012,Total excision of colon and rectum NOS,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,269617012
Proctocolectomy in UC flare up,MEDCODEID,3001901000006113,Total abdominal colectomy with proctectomy and ileostomy,C0400082,Total abdominal colectomy with proctectomy and ileostomy (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,3001901000006113
Proctocolectomy in UC flare up,MEDCODEID,3378601000006116,Resection of rectosigmoid,C0193063,Rectosigmoidectomy,narrow,TP,PROCTOCOLECTOMY,AESI,3378601000006116
Proctocolectomy in UC flare up,MEDCODEID,3378611000006118,Proctosigmoidectomy,C0193063,Rectosigmoidectomy,narrow,TP,PROCTOCOLECTOMY,AESI,3378611000006118
Proctocolectomy in UC flare up,MEDCODEID,484784010,Panproctocolectomy and ileostomy,C0400082,Total abdominal colectomy with proctectomy and ileostomy (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,484784010
Proctocolectomy in UC flare up,MEDCODEID,90017013,Rectosigmoidectomy,C0193063,Rectosigmoidectomy,narrow,TP,PROCTOCOLECTOMY,AESI,90017013
Proctocolectomy in UC flare up,MEDCODEID,97301000006110,Proctocolectomy,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,97301000006110
Proctocolectomy in UC flare up,MEDCODEID,98111000006114,Total proctocolectomy,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,98111000006114
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH20,Proktokolektomi og ileostomi [Proctocolectomy and ileostomy],,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH20
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH21,Laparoskopisk proktokolektomi og ileostomi,,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH21
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH22,Proktokolektomi med ileoanal anastomose uden ileostomi,,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH22
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH23,Proktokolektomi med ileoanal anastomose med ileostomi,,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH23
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH24,Laparoskopisk proktokolektomi med ileoanal anastomose uden ileostomi,,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH24
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH25,Laparoskopisk proktokolektomi med ileoanal anastomose med ileostomi,,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH25
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH34,Laparoskopisk kolektomi og mukosal rektotomi med ileoanal anastomose med ileostomi,,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH34
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJFH40,Proktokolektomi og kontinent ileostomi [Proctocolectomy and continent ileostomy],,,narrow,TP,PROCTOCOLECTOMY,AESI,KJFH40
Proctocolectomy in UC flare up,NCMPNCSPNCRP,KJGB20,Rektosigmoideoresektion og abdominoperineal pull-through anastomose [Partial rectosigmoidectomy and abdominoperineal pull-through anastomosis],,,narrow,TP,PROCTOCOLECTOMY,AESI,KJGB20
Proctocolectomy in UC flare up,SCTSPA,16564004,operaciÃ³n de Hartmann- resecciÃ³n rectal,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,16564004
Proctocolectomy in UC flare up,SCTSPA,174059005,resecciÃ³n de colon y recto,C0400076,Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,174059005
Proctocolectomy in UC flare up,SCTSPA,174065005,resecciÃ³n total de colon y recto- SAI,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,174065005
Proctocolectomy in UC flare up,SCTSPA,265411006,resecciÃ³n parcial de recto y colon sigmoide por prolapso,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,265411006
Proctocolectomy in UC flare up,SCTSPA,265412004,rectosigmoidectomÃ­a y rectopexia,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,265412004
Proctocolectomy in UC flare up,SCTSPA,31130001,colectomÃ­a abdominal total- con protectomÃ­a e ileostomÃ­a,C0400082,Total abdominal colectomy with proctectomy and ileostomy (procedure),narrow,TP,PROCTOCOLECTOMY,AESI,31130001
Proctocolectomy in UC flare up,SCTSPA,427997001,resecciÃ³n subtotal de colon y recto con creaciÃ³n de bolsillo colÃ³nico y anastomosis coloanal,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,427997001
Proctocolectomy in UC flare up,SCTSPA,44751009,colectomÃ­a abdominal total- con proctectomÃ­a e ileostomÃ­a continente,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,44751009
Proctocolectomy in UC flare up,SCTSPA,450462007,resecciÃ³n subtotal de colon y recto y creaciÃ³n de reservorio colÃ³nico,C3472255,Subtotal excision of colon and rectum and creation of colonic pouch,narrow,TP,PROCTOCOLECTOMY,AESI,450462007
Proctocolectomy in UC flare up,SCTSPA,54164009,rectosigmoidectomÃ­a,C0193063,Rectosigmoidectomy,narrow,TP,PROCTOCOLECTOMY,AESI,54164009
Proctocolectomy in UC flare up,SCTSPA,787108001,proctocolectomÃ­a restaurativa laparoscÃ³pica con bolsillo ileal y anastomosis anal,C5192602,Laparoscopic restorative proctocolectomy with ileal pouch anal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,787108001
Proctocolectomy in UC flare up,SCTSPA,787109009,resecciÃ³n de colon y recto completos,C0842176,Total Proctocolectomy,narrow,TP,PROCTOCOLECTOMY,AESI,787109009
Proctocolectomy in UC flare up,SCTSPA,80294005,colectomÃ­a abdominal total- con mucosectomÃ­a rectal y anastomosis quirÃºrgica ileoanal,C0192876,Total abdominal colectomy with rectal mucosectomy and ileoanal anastomosis,narrow,TP,PROCTOCOLECTOMY,AESI,80294005
Proctocolectomy in UC flare up,SCTSPA,81092009,rectosigmoidectomÃ­a transacra,-,-,narrow,TP,PROCTOCOLECTOMY,AESI,81092009
